"LiftID","Lake","Agency","Location","Latitude","Longitude","MU","Grid","Year","Month","Day","SurveyType","SurveyDescription","Gear","Nights","NetMaterial","MinMeshmm","MaxMeshmm","Depth1m","Depth2m","AvgDepthm","BottomTempC","SurfaceTempC","Comments"
"OMNR_LOA_CF25_003_1","Ontario","OMNR","12",NA,NA,NA,NA,2025,5,15,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_10","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,4,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_11","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,4,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_12","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,9,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_13","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,9,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_15","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,15,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_16","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,15,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_17","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,15,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_18","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,16,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_19","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,17,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_2","Ontario","OMNR","12",NA,NA,NA,NA,2025,5,20,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_20","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,21,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_21","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,21,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_22","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,21,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_23","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,23,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_24","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,23,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_25","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,25,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_26","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,25,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_27","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,28,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_28","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,28,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_29","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,28,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_3","Ontario","OMNR","12",NA,NA,NA,NA,2025,6,5,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_30","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,30,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_31","Ontario","OMNR","12",NA,NA,NA,NA,2025,8,8,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_32","Ontario","OMNR","12",NA,NA,NA,NA,2025,8,11,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_33","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,2,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_34","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,8,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_35","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,10,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_36","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,12,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_37","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,12,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_38","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,15,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_39","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,15,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_4","Ontario","OMNR","12",NA,NA,NA,NA,2025,6,5,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_40","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,15,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_41","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,16,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_42","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,18,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_43","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,18,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_44","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,25,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_45","Ontario","OMNR","12",NA,NA,NA,NA,2025,9,26,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_46","Ontario","OMNR","12",NA,NA,NA,NA,2025,10,1,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_47","Ontario","OMNR","12",NA,NA,NA,NA,2025,11,21,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_5","Ontario","OMNR","12",NA,NA,NA,NA,2025,6,23,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_6","Ontario","OMNR","12",NA,NA,NA,NA,2025,6,23,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_7","Ontario","OMNR","12",NA,NA,NA,NA,2025,6,30,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_8","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,2,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMNR_LOA_CF25_003_9","Ontario","OMNR","12",NA,NA,NA,NA,2025,7,2,"Commercial Bycatch Sampling","Commercial Bycatch Sampling","Commercial Fishery (Trapnet/Gillnet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
